link_to_page;date.publish;decision.name;date.publish.orig;category;page;category_name
http://www.ohr.int/?cat=350&paged=16;2000-05-22;Decision removing Mr. Stiepo Andrijic from his position of President of the Management Board of the Federation Privatization Agency;05/22/2000;350;16;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=16;2000-05-22;Decision removing Mr. Mirko Mihaljevic from his position of Prime Minister of Canton 10;05/22/2000;350;16;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=16;2000-04-03;Decision removing Mr. Ante Barisic from his position of Minister of Internal Affairs of Canton 10;04/03/2000;350;16;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=16;1999-11-29;Decision removing Mr. Rasim Sahinovic from his position of Minister of Interior of Una Sana Canton;11/29/1999;350;16;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=16;1999-11-29;Decision removing Mr. Milan Djuric from his position of President of the Executive Board of Bosanski Novi/Novi Grad;11/29/1999;350;16;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=16;1999-11-29;Decision removing Mr. Miladin Pesic of the OMI in Srpsko Gorazde;11/29/1999;350;16;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=16;1999-11-29;Decision removing Ms. Marina Deronjic from her position of Head of the Housing Department in Municipality Mostar South West;11/29/1999;350;16;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=16;1999-11-29;Decision removing Mr. Pero Pazin from his position as Mayor of Stolac;11/29/1999;350;16;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=16;1999-11-29;Decision removing Mr. Savo Celkovic from his position of President of Executive Board of Vlasenica;11/29/1999;350;16;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=17;1999-11-29;Decision removing Mr. Djordje Umicevic from his position of President of the Municipal Assembly of Banja Luka;11/29/1999;350;17;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=17;1999-11-29;Decision removing Mr.Krunoslav Kordic from his position of Mayor of Capljina;11/29/1999;350;17;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=17;1999-11-29;Decision removing Mr. Slavko Topalovic from his position of President of the Municipal Council of Srpsko Gorazde;11/29/1999;350;17;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=17;1999-11-29;Decision removing Mr. Milan Kecman from his position of Head of OMI in Foca/Srbinje;11/29/1999;350;17;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=17;1999-11-29;Decision removing Mr. Miladin Simic from his position of President of the Municipal Assembly of Bratunac;11/29/1999;350;17;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=17;1999-11-29;Decision removing Mr. Elvedin Hrelja from his position of Mayor of Goradze;11/29/1999;350;17;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=17;1999-11-29;Decision removing Mr. Rasim Sahinovic from his position of Minister of Interior of Una Sana Canton;11/29/1999;350;17;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=17;1999-11-29;Decision removing Mr. Milan Djuric from his position of President of the Executive Board of Bosanski Novi/Novi Grad;11/29/1999;350;17;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=17;1999-11-29;Decision removing Mr. Miladin Pesic of the OMI in Srpsko Gorazde;11/29/1999;350;17;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=17;1999-11-29;Decision removing Ms. Marina Deronjic from her position of Head of the Housing Department in Municipality Mostar South West;11/29/1999;350;17;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=17;1999-11-29;Decision removing Mr. Pero Pazin from his position as Mayor of Stolac;11/29/1999;350;17;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=17;1999-11-29;Decision removing Mr. Savo Celkovic from his position of President of Executive Board of Vlasenica;11/29/1999;350;17;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=18;1999-11-29;Decision removing Mr. Jusuf Zafiragic from his position of Minister of Justice, Canton of Sarajevo;11/29/1999;350;18;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=18;1999-11-29;Decision removing Mr. Stipe Maric from his position as Mayor of Mostar South West;11/29/1999;350;18;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=18;1999-11-29;Decision to declare Mr. Drago Tokmacija’s election for the position in the Steering Board of the Cantonal Privatization Agency in Canton 10 null and void;11/29/1999;350;18;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=18;1999-11-29;Decision removing Mr. Pero Madzar from his position of Mayor of Kiseljak;11/29/1999;350;18;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=18;1999-11-29;Decision removing Mr. Djordje Umicevic from his position of President of the Municipal Assembly of Banja Luka;11/29/1999;350;18;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=18;1999-09-16;Decision removing Stipo Babic from his position as Minister of Justice of Canton 10;09/16/1999;350;18;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=18;1999-07-30;Decision to lift the ban on Dragan Cavic’s activities;07/30/1999;350;18;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=18;1999-07-19;Decision suspending Mehmed Alagic from his position as Mayor of Sanski Most and banning him from holding any public office in BiH;07/19/1999;350;18;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=18;1999-04-29;Decision removing Ferid Hodzic from his position as Minister of Interior of Tuzla Canton;04/29/1999;350;18;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=18;1999-03-05;Decision removing Mr. Nikola Poplasen from the Office of President of Republika Srpska;03/05/1999;350;18;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=18;1999-02-12;Decision suspending Dzevad Mlaco from his position as Mayor of Bugojno and from any other elected offices in Bugojno;02/12/1999;350;18;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=18;1999-02-02;Decision banning Barisa Letica from holding any public office in Canton 10;02/02/1999;350;18;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=19;1999-01-25;Decision banning Drago Tokmakcija from holding political party offices;01/25/1999;350;19;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=19;1999-01-15;Decision removing Stanimir Reljic from his position as the President of the Vlasenica Municipal Assembly;01/15/1999;350;19;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=19;1998-12-15;Decision suspending Stanimir Reljic from his position as the President of the Vlasenica Municipal Assembly;12/15/1998;350;19;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=19;1998-10-20;Decision preventing Mijo Tokic from holding any executive position in Canton 10 or any other office;10/20/1998;350;19;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=19;1998-10-08;Decision removing Dragan Cavic from his position as a member of the newly elected RS National Assembly;10/08/1998;350;19;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=19;1998-08-28;Decision removing Marko Benkovic from his position as Mayor of Orasje;08/28/1998;350;19;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=19;1998-04-16;Decision removing Drago Tokmakcija from his position as Deputy Mayor of Drvar;04/16/1998;350;19;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=19;1998-03-04;Decision removing Pero Raguz from his position as Mayor of Stolac;03/04/1998;350;19;Removals and Suspensions from Office
http://www.ohr.int/?cat=358&paged=1;2002-12-02;Decision Amending the Structure of Expenditures of the Communications Regulatory Agency for 2002;12/02/2002;358;1;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=1;2002-05-24;Decision on the Liquidation Procedure to be Applied in the Winding-Up of the Public Enterprise Radio and Television of Bosnia and Herzegovina;05/24/2002;358;1;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=1;2002-05-24;Decision Imposing the Law on Radio-Television of Republika Srpska;05/24/2002;358;1;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=1;2002-05-24;Decision Imposing the Law on Radio-Television of the Federation of Bosnia and Herzegovina;05/24/2002;358;1;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=1;2002-05-23;Decision Imposing the Law on the Basis of the Public Broadcasting System and on the Public Broadcasting Service of Bosnia and Herzegovina;05/23/2002;358;1;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=1;2001-11-29;Decision appointing new members to the Council of the Communications Regulatory Agency (CRA);11/29/2001;358;1;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=1;2001-03-02;Decision Combining the Competencies of the Independent Media Commission and the Telecommunications Regulatory Agency;03/02/2001;358;1;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=1;2001-01-31;Amending the Decision of the Government of the RS on Determination of Enterprises of Strategic Importance in which the State Capital is to be Privatized under Separate Privatization Programmes and Decision on return of the vouchers and coupons and/or refu;01/31/2001;358;1;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=1;2000-10-23;Second Decision on restructuring the Public Broadcasting System in BIH;10/23/2000;358;1;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=1;2000-07-27;Decision on the appointment of the Board of Governors of Radio-Television of the RS;07/27/2000;358;1;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=1;2000-04-15;Decision on the apointment of the Transfer Agent and the Expert Team for the establishment of public service broadcasting;04/15/2000;358;1;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=1;2000-03-16;Decision amending the decision on Public Radio-Television of BiH;03/16/2000;358;1;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=2;2000-03-03;Decision amending the Law on Radio-Television of the RS;03/03/2000;358;2;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=2;1999-12-06;Decision on the implementation of the Law on Radio-Television of the Federation;12/06/1999;358;2;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=2;1999-09-01;Decision amending the Law on Radio-Television of the RS;09/01/1999;358;2;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=2;1999-07-30;Decisions on the restructuring of the Public Broadcasting System in BiH and on freedom of information and decriminalisation of libel and defamation;07/30/1999;358;2;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=2;1998-08-05;Decision on the apointment of members of the Council and of the Enforcement Panel of the Independent Media Commission;08/05/1998;358;2;Media Restructuring Decisions
http://www.ohr.int/?cat=358&paged=2;1998-06-11;Decision on the establishement of the Independent Media Commission;06/11/1998;358;2;Media Restructuring Decisions
http://www.ohr.int/?cat=366&paged=1;2011-01-05;Order Suspending the Application of the Law on the Status of State Property Situated in the Territory of Republika Srpska and Under the Disposal Ban;01/05/2011;366;1;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=1;2009-09-12;OHR Inventory Team Established;09/12/2009;366;1;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=1;2008-06-25;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of Republika Srpska;06/25/2008;366;1;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=1;2008-06-25;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of the Federation of Bosnia and Herzegovina;06/25/2008;366;1;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=1;2008-06-25;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of Bosnia and Herzegovina;06/25/2008;366;1;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=1;2007-12-19;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of Republika Srpska;12/19/2007;366;1;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=1;2007-12-19;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of the Federation of Bosnia and Herzegovina;12/19/2007;366;1;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=1;2007-12-19;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of Bosnia and Herzegovina;12/19/2007;366;1;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=1;2007-09-28;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of Republika Srpska;09/28/2007;366;1;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=1;2007-09-28;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of the Federation of Bosnia and Herzegovina;09/28/2007;366;1;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=1;2007-09-28;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of Bosnia and Herzegovina;09/28/2007;366;1;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=1;2007-09-14;Decision Withdrawing the Authentic Interpretation of Article 3 of the Law on Transfer of Social Property into State Property of Republika Srpska;09/14/2007;366;1;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=2;2007-06-25;Decision Enacting the Law on the Center for the Srebrenica-Potocari Memorial and Cemetery for the Victims of the 1995 Genocide;06/25/2007;366;2;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=2;2007-05-31;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of Republika Srpska;05/31/2007;366;2;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=2;2007-05-31;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of the Federation of Bosnia and Herzegovina;05/31/2007;366;2;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=2;2007-05-31;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of Bosnia and Herzegovina;05/31/2007;366;2;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=2;2006-09-29;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of Republika Srpska;09/29/2006;366;2;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=2;2006-09-29;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of the Federation of BiH;09/29/2006;366;2;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=2;2006-09-29;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of BiH;09/29/2006;366;2;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=2;2006-03-18;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of Republika Srpska;03/18/2006;366;2;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=2;2006-03-18;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of the Federation of Bosnia and Herzegovina;03/18/2006;366;2;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=2;2006-03-18;Decision Amending the Law on the Temporary Prohibition of Disposal of State Property of BiH;03/18/2006;366;2;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=2;2005-03-21;Decision Amending the Decision on Establishing the Commission for State Property;03/21/2005;366;2;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=2;2005-03-21;Decision Enacting the Law on the Temporary Prohibition of Disposal of State Property of the Federation of Bosnia and Herzegovina;03/21/2005;366;2;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=3;2005-03-21;Decision Enacting the Law on the Temporary Prohibition of Disposal of State Property of Bosnia and Herzegovina;03/21/2005;366;3;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=3;2005-03-21;Decision Enacting the Law on the Temporary Prohibition of Disposal of State Property of  Republika Srpska;03/21/2005;366;3;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=3;2003-05-16;Decision Enacting the Law on Amendments to the Law on the Implementation of the Decisions of the Commission for Real Property Claims of Displaced Persons and Refugees of the RS;05/16/2003;366;3;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=3;2003-05-16;Decision Enacting the Law on Amendments to the Law on the Implementation of the Decisions of the Commission for Real Property Claims of Displaced Persons and Refugees of the FBiH;05/16/2003;366;3;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=3;2003-05-16;Decision Enacting the Law on Amendments to the Law on the Cessation of Application of the Law on the Use of Abandoned Property of the RS;05/16/2003;366;3;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=3;2003-05-16;Decision Enacting the Law on Amendments to the Law on the Cessation of Application of the Law on Temporary Abandoned Real Property Owned by Citizens of the FBiH;05/16/2003;366;3;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=3;2003-05-16;Decision Enacting the Law on Amendments to the Law on the Cessation of Application of the Law on Abandoned Apartments of the FBiH;05/16/2003;366;3;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=3;2003-05-16;Decision Enacting the Law on Construction Land of the Federation of Bosnia and Herzegovina;05/16/2003;366;3;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=3;2003-05-16;Decision Enacting the Law on Construction Land of Republika Srpska;05/16/2003;366;3;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=3;2003-03-31;Decision extending the 31 July 2002 ban on the allocation of state-owned land in BiH until 15 May 2003;03/31/2003;366;3;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=3;2003-03-25;Decision ordering the transfer of ownership of the Battery Factory “AS” a.d -Srebrenica to the Foundation of the Srebrenica-Potocari Memorial and Cemetery and establishing an ad hoc Battery Factory “AS” a.d.- Srebrenica compensation Commission;03/25/2003;366;3;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=3;2003-03-21;Decision Enacting the Law on Amendments to the Law on Displaced–Expelled Persons and Repatriates in the Federation of Bosnia and Herzegovina;03/21/2003;366;3;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=4;2003-01-01;Decision On the Use of Collective/Transit Centre Space in Bosnia and Herzegovina to Promote the Phased and Orderly Return of Refugees and Displaced Persons;01/01/2003;366;4;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=4;2002-08-14;Decision Enacting the Law on Amendments to the Law on Urban Planning;08/14/2002;366;4;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=4;2002-08-01;Decision On the Use of Collective/Transit Centre Space in Bosnia and Herzegovina to Promote the Phased and Orderly Return of Refugees and Displaced Persons;08/01/2002;366;4;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=4;2002-07-31;Decision on further extending the Decision on Land Allocation of 27 April 2000 until the 31 March 2003;07/31/2002;366;4;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=4;2002-05-22;Decision On Instruction On Procedure Of Review Of Concluded And/Or Revalidated Contracts On Use Of Apartments;05/22/2002;366;4;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=4;2002-05-22;Decision On Establishment Of The Commissions For Control Of Concluded And/Or Revalidated Contracts On Use Of Apartments;05/22/2002;366;4;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=4;2002-05-22;Decision On Suspension Of Application Of The High Representative Decision No. 128 From 4 December 2001 (Official Gazette Of Fbih 56/01);05/22/2002;366;4;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=4;2002-04-30;Decision prioritising, as an exception to the chronological order rule, the repossession of property by returning police officers;04/30/2002;366;4;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=4;2002-04-17;Decision amending the RS instruction related to the revalidation of contracts on the use of apartments concluded after 1 April 1992;04/17/2002;366;4;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=4;2002-04-17;Decision lifting the 4 December 2001 freeze of apartment privatisations in the RS;04/17/2002;366;4;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=4;2002-01-24;Decision ensuring transparency in the use of funds for return of refugees and displaced persons in both Entities;01/24/2002;366;4;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=4;2001-12-04;Decision Enacting The Law On Amendments To The Law On The Cessation Of Application Of The Law On The Use Of Abandoned Property (RS);12/04/2001;366;4;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=5;2001-12-04;Decision Enacting The Law On Amendments To The Law On The Cessation Of Application Of The Law On Abandoned Apartments (FBiH);12/04/2001;366;5;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=5;2001-12-04;Decision Enacting the law on amendments to the Law on the Cessation of Application of the Law on Temporary Abandoned Real Property Owned by Citizens (FBiH);12/04/2001;366;5;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=5;2001-12-04;Decision On Amendments To The Instruction Of The Application Of The Law On The Cessation Of Application Of The Law On The Use Of Abandoned Property (RS);12/04/2001;366;5;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=5;2001-12-04;Decision On Amendments To The Instruction On Application Of The Law On The Cessation Of Application Of The Law On Temporary Abandoned Real Property Owned By Citizens (FBiH);12/04/2001;366;5;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=5;2001-12-04;Decision On Amendments To The Instruction On Application Of The Law On The Cessation Of Application Of The Law On Abandoned Apartments (FBiH);12/04/2001;366;5;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=5;2001-12-04;Decision Suspending Any Further Procedure For Approvals of the Contracts on Purchase of Apartments which have been entered into pursuant to Article 29 of the Law on Sale of Apartments with Occupancy Right;12/04/2001;366;5;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=5;2001-12-04;Decision On A Temporary Freeze Of Apartment Privatisations (RS);12/04/2001;366;5;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=5;2001-12-04;Decision Consisting Of Instructions On Documentation To Be Enclosed With The Request For The Purchase Of Abandoned Apartments In Accordance With Article 8b Of The Law On The Sale Of Apartments With Occupancy Right;12/04/2001;366;5;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=5;2001-12-04;Decision Enacting The Law On Amendments To The Law On Amendments To The Law On Displaced-Expelled Persons And Repatriates In The Federation Of Bosnia And Hercegovina;12/04/2001;366;5;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=5;2001-12-04;Decision Enacting The Law On Amendments To The Law On Displaced Persons, Refugees And Returnees In The Republika Srpska;12/04/2001;366;5;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=5;2001-12-04;Decision Enacting The Law On Amendments To The Law On Implementation Of The Decisions Of The Commission For Real Property Claims Of Displaced Persons And Refugees (RS);12/04/2001;366;5;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=5;2001-12-04;Decision Enacting The Law On Amendments To The Law On Implementation Of The Decisions Of The Commission For Real Property Claims Of Displaced Persons And Refugees (FBiH);12/04/2001;366;5;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=6;2001-07-17;Further amending the Law on the Privatization of State Owned Apartments;07/17/2001;366;6;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=6;2001-07-17;Amending the Law on Sale of Apartments with Occupancy Rights;07/17/2001;366;6;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=6;2001-07-17;Decision giving approval to the amended RS Law on Apartment Privatisation;07/17/2001;366;6;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=6;2001-07-04;Further Amending the Law on the Cessation of the Application of the Law on Abandoned Apartments;07/04/2001;366;6;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=6;2001-05-10;Decision establishing and registering the Foundation of the Srebrenica-Potocari Memorial and Cemetery;05/10/2001;366;6;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=6;2001-03-30;Decision extending the validity of the 27 April 2000 Decision on the re-allocation of socially owned re-allocation of socially owned land until the authorities pass appropriate legislation or latest until 31 July 2002;03/30/2001;366;6;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=6;2001-02-05;Decision which ties both the Republika Srpska and the Federation of BiH into final and binding arbitration on the Inter Entity Boundary Line in the Sarajevo suburbs of Dobrinja I and IV;02/05/2001;366;6;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=6;2000-12-20;Decision extending by three months – until 30 Marhc 2001 – the validity of the 27 April 2000 Decision on the re-allocation of socially owned land;12/20/2000;366;6;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=6;2000-12-20;Decision amending the Law on Claims in the Privatisation Process that are based on the Difference Between Pension Amounts Received and Pension Amounts to be Received by Beneficiaries of the Rights Stemming from the Pension and Disability Plan;12/20/2000;366;6;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=6;2000-12-05;Decision abolishing the illegal “Municipality of Skelani” and restoring the pre-war boundaries of the Municipality of Srebrenica;12/05/2000;366;6;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=6;2000-10-28;Decision extending the deadline for the enforcement of CRPC certificates related to socially-owned property in the RS;10/28/2000;366;6;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=6;2000-10-28;Decision extending the deadline for the enforcement of CRPC certificates related to socially-owned property in the Federation;10/28/2000;366;6;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=7;2000-10-25;Decision on the location of a cemetery and a monument for the victims of Srebrenica;10/25/2000;366;7;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=7;2000-08-30;Decision annulling the RS Law on Return of Seized Real Property;08/30/2000;366;7;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=7;2000-08-30;Decision annulling the RS Law on Return of Confiscated Property and Compensation;08/30/2000;366;7;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=7;2000-08-30;Decision annulling the RS Law on Return of Seized Land;08/30/2000;366;7;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
http://www.ohr.int/?cat=366&paged=7;2000-06-28;Decision suspending the enactment of the RS Law on the Privatisation of State-Owned Apartments, pending correction of flaws and discriminatory elements;06/28/2000;366;7;Property Laws, Return of Displaced Persons and Refugees and Reconciliation
