1;name.original;name.unified1;name.unified2;comment;changed in R;ethnicity;coalition;number of partners;coalition.partner1;coalition.partner2;coalition.partner3;coalition.partner4;
808;Savez Srpskih Stranka Srebrenice: Sds-pdp-sp I Srs Rs;Kaolicija - PDP, SDS, SP, SRS;Kaolicija - PDP, SDS, SP, SRS;SP here Stranka Penzionera?;;S;Y;4;Sprska Demokratska Stranka (SDS);Partija Demokratskog Progresa (PDP);Stranka Penzionera (SPU);Srpska Radikalna Stranka (SRS);
421;Kladuska Stranka Privrednog Prosperiteta;Kladuska Stranka Privrednog Prosperiteta;Kladuska Stranka Privrednog Prosperiteta;;;nk;;;;;;;
422;Kladuske Party Economic Prosperity;Kladuska Stranka Privrednog Prosperiteta;Kladuska Stranka Privrednog Prosperiteta;;;nk;;;;;;;
830;Sds-dns-pdp-srs Rs;Koalicija - DNS, PDP, SDS, SRS;Koalicija - DNS, PDP, SDS, SRS;;;S;Y;4;Demokratski Narodni Savez (DNS);Sprska Demokratska Stranka (SDS);Partija Demokratskog Progresa (PDP);Srpska Radikalna Stranka (SRS);
880;Snsd - Dns;Koalicija - DNS, SNSD;Koalicija - DNS, SNSD;;;S;Y;2;Demokratski Narodni Savez (DNS);Savez Nezavisnih Socijaldemokrata (SNSD);;;
899;Sp - Pup - Dp;Koalicija - DP, PUP, SP;Koalicija - DP, PUP, SP;SP here Stranak Penzionera?, ethnicity not clear;;S;Y;3;Stranka Penzionera (SPU);Partija Ujedinjenih Penzionera (PUP);Demokratska Partija (DP);;
586;Napredna Srebrenica Sns I Dp;Koalicija - DP, SNS;Koalicija - DP, SNS;DP = Demokratska Partija;;S;Y;2;Srpska Narodna Stranka  (SNS);Demokratska Partija (DP);;;
298;Hdz1990 Hss-nhi Hsp;Koalicija - HDZ 1990, HSS-NHI, HSP;Koalicija - HDZ 1990, HSS-NHI, HSP;;;C;Y;3;Hrvatska Demokratska Zajednica 1990 (HDZ 1990);Hrvatska Stranka Prava (HSP);Hrvatska Seljacka Stranka - Nova Hrvatska Inicijativa (HSS-NHI);;
427;Koalicija (hdz, Hsp Bih - Dapic - Dr. Jurisic, Hkdu);Koalicija - HDZ, HSP, HKDU;Koalicija - HDZ, HSP, HKDU;;;C;Y;3;Hrvatska Demokratska Zajednica (HDZ);Hrvatska Stranka Prava (HSP);Hrvatska Krscanska Demokratska Unija (HKDU);;
428;Koalicija Hrvatskih Stranka Hdzbih Hss-nhi Hdz1990 Hkdu Bih;Koalicija - HDZ, HSS-NHI, HDZ 1990, HKDU;Koalicija - HDZ, HSS-NHI, HDZ 1990, HKDU;2008 HSS-NHI are already merged;;C;Y;4;Hrvatska Demokratska Zajednica (HDZ);Hrvatska Seljacka Stranka - Nova Hrvatska Inicijativa (HSS-NHI);Hrvatska Demokratska Zajednica 1990 (HDZ 1990);Hrvatska Krscanska Demokratska Unija (HKDU);
440;Koalicija: Hnz-hdu;Koalicija - HNZ, HDU;Koalicija - HNZ, HDU;;;C;Y;2;Hrvatska narodna zajednica (HNZ);Hrvatska demokratska unija (HDU);;;
429;Koalicija Hsp - Dapic - Dr. Jurisic - Hcsp;Koalicija - HSP, HCSP;Koalicija - HSP, HCSP;;;C;Y;2;Hrvatska Stranka Prava (HSP);Hrvatska Cista Stranka Prava (HCSP);;;
431;Koalicija Hsp Bih - Dapic - Dr. Jurisic - Hkdu;Koalicija - HSP, HKDU;Koalicija - HSP, HKDU;;;C;Y;2;Hrvatska Stranka Prava (HSP);Hrvatska Cista Stranka Prava (HCSP);;;
430;Koalicija Hsp - Dapic - Dr. Jurisic, Uhsp, Nezavisni Pravasi;Koalicija - HSP, UHSP, Nezavisni Pravasi;Koalicija - HSP, UHSP, Nezavisni Pravasi;"not clear whether ""Nezavisni Pravasi"" is a distict party";;C;Y;2;Hrvatska Stranka Prava (HSP);Ujedinjena Hrvatska Stranka Prava BiH (UHSP);;;
836;Sdu-lds, Socijaldemorkatska Unija-liberalno Demokratska Stranka;Koalicija - LDS, SDU;Koalicija - LDS, SDU;;;M;Y;2;Liberalno Demokratska Stranka Bih (LDS) ;Socijaldemokratska Unija Bih (SDU);;;
1095;Zdruzena Lista '97 (ubsd, Hss Bih, Mbo Bih, Republikanska Stranka I Spp Bih);Koalicija - MBO, HSS, Republikanska Stranka, SPP, UBSD;Koalicija - MBO, HSS, Republikanska Stranka, SPP, UBSD;;;M;Y;5;Muslimanska Bosnjacka Organizacija (MBO);Hrvatska Seljacka Stranka (HSS);Stranka Privrednog Prosperiteta (SPP);Republikanska Stranka;Unija Bosanskohercegovackih Socijaldemokrata (UBSD)
717;Pokret Za Osmake Sns-nds;Koalicija - NDS, SNS;Koalicija - NDS, SNS;NDS = Narodna Demokratska Stranka?;;nk;Y;2;NDS;Srpska Narodna Stranka  (SNS);;;
746;Radikalno Za Narod Srs Rs - Nds;Koalicija - NDS, SRS;Koalicija - NDS, SRS;NDS = Narodna Demokratska Stranka?;;nk;Y;2;NDS;Srpska Radikalna Stranka (SRS);;;
692;Pdp-sns;Koalicija - PDP, SNS;Koalicija - PDP, SNS;;;S;Y;2;Partija Demokratskog Progresa (PDP);Srpska Narodna Stranka  (SNS);;;
882;Snsd-pdp;Koalicija - PDP, SNSD;Koalicija - PDP, SNSD;;;S;Y;2;Partija Demokratskog Progresa (PDP);Savez Nezavisnih Socijaldemokrata (SNSD);;;
584;Napredna Bijeljina Sns I Pup;Koalicija - PUP, SNS;Koalicija - PUP, SNS;check ethnicity;;S;Y;2;Srpska Narodna Stranka  (SNS);Partija Ujedinjenih Penzionera (PUP);;;
820;Sda I Bps - Ujedinjene Probosanske Snage/koalicija Probosna;Koalicija - SDA, BPS;Koalicija - SDA, BPS;;;B;Y;2;Stranka Demokratske Akcije (SDA);Bosanskohercegovacka Patriotska Stranka (BPS);;;
806;Savez Sda - Sbih;Koalicija - SDA, SBiH;Koalicija - SDA, SBiH;;;B;Y;2;Stranka Demokratske Akcije (SDA);Stranka Za Bosnu I Hercegovinu (SzBiH);;;
807;Savez Sda-s Bih;Koalicija - SDA, SBiH;Koalicija - SDA, SBiH;;;B;;;;;;;
810;Savez Za Cjelovitu I Demokratsku Bosnu I  Hercegovinu (sda Bih, S Bih);Koalicija - SDA, SBiH;Koalicija - SDA, SBiH;similar coalition existed including additionally Liberali and GDS;;B;Y;2;Stranka Demokratske Akcije (SDA);Stranka Za Bosnu I Hercegovinu (SzBiH);;;
434;Koalicija Za Banja Luku Sda - Sbih - Hss-nhi;Koalicija - SDA, SBiH, HSS, NHI;Koalicija - SDA, SBiH, HSS, NHI;;;M;Y;3;Stranka Demokratske Akcije (SDA);Stranka Za Bosnu I Hercegovinu (SzBiH);Hrvatska Seljacka Stranka - Nova Hrvatska Inicijativa (HSS-NHI);;
437;Koalicija Za Cjevlovitu I Demokratsku Bosnu I Hercegovinu (sda Bih, S Bih, Liberali Bih, Gds);Koalicija - SDA, SBiH, Liberali, GDS;Koalicija - SDA, SBiH, Liberali, GDS;not clear wether Liberali are identical with LDS;;B;Y;4;Stranka Demokratske Akcije (SDA);Stranka Za Bosnu I Hercegovinu (SzBiH);Liberali BiH;Gradanska demokratska stranka (GDS);
435;Koalicija Za Bolje Brcko -  Sdu - Bdi;Koalicija - SDU, BDI;Koalicija - SDU, BDI;;;M;Y;2;Socijaldemokratska Unija Bih (SDU);BDI;;;
834;Sdu Bih - Spu Bih - Demokratski Blok;Koalicija - SDU, SPU;Koalicija - SDU, SPU;;;M;Y;2;Socijaldemokratska Unija Bih (SDU);Stranka Penzionera (SPU);;;
891;Socijalisticka Partija - Penzionerska Stranka Republike Srpske;Koalicija - Socijalisticka Partija, Penzionerska Stranka;Koalicija - Socijalisticka Partija, Penzionerska Stranka;;;M;Y;2; Socijalisticka Partija; Penzionerska Stranka;;;
892;Socijalisticka Partija - Penzionerska Stranka Rs - Pokret Za Focu;Koalicija - Socijalisticka Partija, Penzionerska Stranka;Koalicija - Socijalisticka Partija, Penzionerska Stranka;;;M;Y;2; Socijalisticka Partija; Penzionerska Stranka;;;
716;Pokret Za Nevesinje (srpski Pokret Obnovne Rs - Stranka Za Hercegovinu);Koalicija - SPO, Stranka za Hercegovinu;Koalicija - SPO, Stranka za Hercegovinu;is stranka Hercegovinu the same as Stranka za BiH?;;nk;Y;2;Srpski Pokret Obnove (SPO);Stranka za Hercegovinu;;;
906;Spu Bih - Lds Bih Koalicija Za Travnik;Koalicija - SPU, LDS;Koalicija - SPU, LDS;;;M;Y;2;Stranka Penzionera (SPU);Liberalno Demokratska Stranka Bih (LDS) ;;;
587;Napredna Srpska Srpska Radikalna I Srpska Napredna Stranka;Koalicija - Srpska Napredna Stranka, SRS;Koalicija - Srpska Napredna Stranka, SRS;;;S;Y;2;Srpska Radikalna Stranka (SRS);Srpska Napredna Stranka;;;
433;Koalicija Srpski Pokret Obnove - Novi Demokratski Pokret Rudo;Koalicija - Srpski Pokret Obnove, Novi Demokratski Pokret Rudo;Koalicija - Srpski Pokret Obnove, Novi Demokratski Pokret Rudo;;;nk;Y;2;Srpski Pokret Obnove (SPO);Novi Demokratski Pokret Rudo;;;
436;Koalicija Za Bolji Zivot - Dns I Ds;Koalicija Za Bolji Zivot - Dns I Ds;Koalicija Za Bolji Zivot - Dns I Ds;;;nk;Y;2;Demokratski Narodni Savez (DNS);Demokratska Stranka (DS);;;
438;Koalicija Za Ralja I Otadzbinu;Koalicija Za Ralja I Otadzbinu;Koalicija Za Ralja I Otadzbinu;;;nk;Y;;;;;;
439;Koalicija Zvono Srbac;Koalicija Zvono Srbac;Koalicija Zvono Srbac;;;nk;Y;;;;;;
407;Josipovic Ivica - Komunisticka Partija;Komunisticka Partija;Komunisticka Partija;;;M;;;;;;;
417;Kandic Miodrag - Komunisticka Partija;Komunisticka Partija;Komunisticka Partija;;;M;;;;;;;
444;Komunisticka Partija;Komunisticka Partija;Komunisticka Partija;;;M;;;;;;;
485;Lukic Slobodan - Komunisticka Partija;Komunisticka Partija;Komunisticka Partija;;;M;;;;;;;
489;Malesevic Dusko - Komunisticka Partija;Komunisticka Partija;Komunisticka Partija;;;M;;;;;;;
793;Salihovic Radmila - Komunisticka Partija;Komunisticka Partija;Komunisticka Partija;;;M;;;;;;;
425;Kns-zastite Ljudskih Prava Boraca I Gradana-pravde I Morala - Bh;Kongresna Narodna Stranka Zastite Ljudskih Prava Boraca I Gradana-pravde I Morala (KNS);Kongresna Narodna Stranka Zastite Ljudskih Prava Boraca I Gradana-pravde I Morala (KNS);;;nk;;;;;;;
445;Kongresna Narodna Stranka Zastite Prava Boraca I Gradana - Pravde I Morala Bih;Kongresna Narodna Stranka Zastite Ljudskih Prava Boraca I Gradana-pravde I Morala (KNS);Kongresna Narodna Stranka Zastite Ljudskih Prava Boraca I Gradana-pravde I Morala (KNS);;;nk;;;;;;;
459;Lbo;LBO;LBO;;;nk;;;;;;;
460;Lbo Bih;LBO;LBO;;;nk;;;;;;;
464;Lgk-liberalno-gradanska Koalicija Bih (liberali Bih, Gds Bih);Lgk-liberalno-gradanska Koalicija Bih (liberali Bih, Gds Bih);Lgk-liberalno-gradanska Koalicija Bih (liberali Bih, Gds Bih);;;M;Y;2;Liberali BiH;Gradanska demokratska stranka (GDS);;;
466;Liberalno-gradanska Koalicija (lds, Gds);Lgk-liberalno-gradanska Koalicija Bih (LDS, Gds Bih);Lgk-liberalno-gradanska Koalicija Bih (LDS, Gds Bih);;;M;Y;2;Liberalno Demokratska Stranka Bih (LDS) ;Gradanska demokratska stranka (GDS);;;
51;Becirovic Nermin - Lds - Liberalno Demokratska Stranka Bih;Liberalno Demokratska Stranka Bih (LDS) ;Liberalno Demokratska Stranka Bih (LDS) ;;;M;;;;;;;
226;Elkaz Senad - Lds - Liberalno Demokratska Stranka Bih;Liberalno Demokratska Stranka Bih (LDS) ;Liberalno Demokratska Stranka Bih (LDS) ;;;M;;;;;;;
461;Lds - Liberalno Demokratska Stranka;Liberalno Demokratska Stranka Bih (LDS) ;Liberalno Demokratska Stranka Bih (LDS) ;;;M;;;;;;;
462;Lds - Liberalno Demokratska Stranka Bih;Liberalno Demokratska Stranka Bih (LDS) ;Liberalno Demokratska Stranka Bih (LDS) ;;;M;;;;;;;
465;Liberalno Demokratska Stranka Bih;Liberalno Demokratska Stranka Bih (LDS) ;Liberalno Demokratska Stranka Bih (LDS) ;;;M;;;;;;;
473;Lista Za Brcko Distrikt Bih-bps-sh-brcanska Alternativa-ba;Lista Za Brcko Distrikt - BPS, Brcanska Alternativa (BA);Lista Za Brcko Distrikt - BPS, Brcanska Alternativa (BA);;;nk;Y;2;Bosanskohercegovacka Patriotska Stranka (BPS);Brcanska Alternativa (BA);;;
475;Lista Za Capljinu Sbih-bpns;Lista Za Capljinu Sbih-bpns;Lista Za Capljinu Sbih-bpns;BPNS not clear;;nk;Y;2;Stranka Za Bosnu I Hercegovinu (SzBiH);BPNS;;;
476;Lista Za Doboj Sbih, Hss - Nhi, Nsp;Lista Za Doboj Sbih, Hss - Nhi, Nsp;Lista Za Doboj Sbih, Hss - Nhi, Nsp;NSP not clear;;nk;Y;3;Stranka Za Bosnu I Hercegovinu (SzBiH);Hrvatska Seljacka Stranka - Nova Hrvatska Inicijativa (HSS-NHI);NSP;;
509;Mbo;Muslimanska Bosnjacka Organizacija (MBO);Muslimanska Bosnjacka Organizacija (MBO);;;B;;;;;;;
578;Muslimanska Bosnjacka Organizacija Bosne I Hercegovine;Muslimanska Bosnjacka Organizacija (MBO);Muslimanska Bosnjacka Organizacija (MBO);;;B;;;;;;;
579;Muslimanska Demokratska Stranka (mds);Muslimanska Demokratska Stranka (MDS);Muslimanska Demokratska Stranka (MDS);;;B;;;;;;;
585;Napredna Demokratska Stranka;Napredna Demokratska Stranka;Napredna Demokratska Stranka;;;nk;;;;;;;
589;Narodna Bosnjacka Stranka;Narodna Bosnjacka Stranka;Narodna Bosnjacka Stranka;;;B;;;;;;;
124;Cvetanovski Marjan - Narodna Demokratska Stranka;Narodna Demokratska Stranka;Narodna Demokratska Stranka;;;nk;;;;;;;
409;Jovankovic Bozanko - Narodna Demokratska Stranka;Narodna Demokratska Stranka;Narodna Demokratska Stranka;;;nk;;;;;;;
590;Narodna Demokratska Stranka;Narodna Demokratska Stranka;Narodna Demokratska Stranka;;;nk;;;;;;;
738;Puntar Martin - Narodna Demokratska Stranka;Narodna Demokratska Stranka;Narodna Demokratska Stranka;;;nk;;;;;;;
1056;Veselinovic Svjetlan - Narodna Demokratska Stranka;Narodna Demokratska Stranka;Narodna Demokratska Stranka;;;nk;;;;;;;
591;Narodna Partija Socijalista;Narodna Partija Socijalista;Narodna Partija Socijalista;;;nk;;;;;;;
592;Narodna Radikalna Stranka Nikola Pasic;Narodna Radikalna Stranka ;Narodna Radikalna Stranka ;;;S;;;;;;;
593;Narodna Radikalna Stranka Rs;Narodna Radikalna Stranka ;Narodna Radikalna Stranka ;;;S;;;;;;;
594;Narodna Radikalna Stranka Zvornik;Narodna Radikalna Stranka ;Narodna Radikalna Stranka ;;;S;;;;;;;
914;Srpska Narodna Radikalna Stranka - Banja Luka;Narodna Radikalna Stranka ;Narodna Radikalna Stranka ;;;S;;;;;;;
1081;Za Kralja I Otadzbinu - Narodna Radikalna Stranka;Narodna Radikalna Stranka ;Narodna Radikalna Stranka ;;;S;;;;;;;
595;Narodna Stranka (pokret Za Brod);Narodna Stranka;Narodna Stranka;;;nk;;;;;;;
596;Narodna Stranka Novi Grad;Narodna Stranka;Narodna Stranka;;;nk;;;;;;;
597;Narodna Stranka R.s-e;Narodna Stranka;Narodna Stranka;;;nk;;;;;;;
599;Narodna Stranka Republike Srpske;Narodna Stranka;Narodna Stranka;;;nk;;;;;;;
126;Dadanovic Sead - Narodna Stranka Radom Za Boljitak;Narodna Stranka Radom Za Boljitak (NSRzB);Narodna Stranka Radom Za Boljitak (NSRzB);www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CDMQFjAB&url=http%3A%2F%2Fen.wikipedia.org%2Fwiki%2FList_of_political_parties_in_Bosnia_and_Herzegovina&ei=rsU-UqyJDMr50gWSlYHIBQ&usg=AFQjCNGgZsN9_FPH31rHHsIdDEhu1jqkxQ&sig2=T-QRAG3QjJRWmDXiUMJJrQ&bvm=bv.52434380,d.d2k&cad=rjt;;M;;;;;;;
247;Ferhatovic Sabir - Narodna Stranka Radom Za Boljitak;Narodna Stranka Radom Za Boljitak (NSRzB);Narodna Stranka Radom Za Boljitak (NSRzB);www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CDMQFjAB&url=http%3A%2F%2Fen.wikipedia.org%2Fwiki%2FList_of_political_parties_in_Bosnia_and_Herzegovina&ei=rsU-UqyJDMr50gWSlYHIBQ&usg=AFQjCNGgZsN9_FPH31rHHsIdDEhu1jqkxQ&sig2=T-QRAG3QjJRWmDXiUMJJrQ&bvm=bv.52434380,d.d2k&cad=rjt;;M;;;;;;;
454;Kunic Aida - Narodna Stranka Radom Za Boljitak;Narodna Stranka Radom Za Boljitak (NSRzB);Narodna Stranka Radom Za Boljitak (NSRzB);www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CDMQFjAB&url=http%3A%2F%2Fen.wikipedia.org%2Fwiki%2FList_of_political_parties_in_Bosnia_and_Herzegovina&ei=rsU-UqyJDMr50gWSlYHIBQ&usg=AFQjCNGgZsN9_FPH31rHHsIdDEhu1jqkxQ&sig2=T-QRAG3QjJRWmDXiUMJJrQ&bvm=bv.52434380,d.d2k&cad=rjt;;M;;;;;;;
598;Narodna Stranka Radom Za Boljitak;Narodna Stranka Radom Za Boljitak (NSRzB);Narodna Stranka Radom Za Boljitak (NSRzB);www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CDMQFjAB&url=http%3A%2F%2Fen.wikipedia.org%2Fwiki%2FList_of_political_parties_in_Bosnia_and_Herzegovina&ei=rsU-UqyJDMr50gWSlYHIBQ&usg=AFQjCNGgZsN9_FPH31rHHsIdDEhu1jqkxQ&sig2=T-QRAG3QjJRWmDXiUMJJrQ&bvm=bv.52434380,d.d2k&cad=rjt;;M;;;;;;;
600;Narodna Stranka Srpske (nss);Narodna Stranka Srpske (NSS);Narodna Stranka Srpske (NSS);;;S;;;;;;;
13;Ahmetovic Jasmin - Narodna Stranka Radom Za Boljitak;Narodna Stranka Za Boljitak;Narodna Stranka Za Boljitak;multi-ethnic accoridng to http://en.wikipedia.org/wiki/People%27s_Party_For_Work_And_Betterment+;;M;;;;;;;
699;People's Party Work For Betterment;Narodna Stranka Za Boljitak;Narodna Stranka Za Boljitak;;;M;;;;;;;
843;Sejdic Abid - Narodna Stranka Radom Za Boljitak;Narodna Stranka Za Boljitak;Narodna Stranka Za Boljitak;;;M;;;;;;;
601;Nasa Stranka;Nasa Stranka;Nasa Stranka;;;M;;;;;;;
1051;Vejsilovic Ibrahim - Nasa Stranka;Nasa Stranka;Nasa Stranka;;;M;;;;;;;
603;Ndpb;NDPB;NDPB;;;nk;;;;;;;
615;Nezavisna Demokratska Stranka;Nezavisna Demokratska Stranka;Nezavisna Demokratska Stranka;"different to ""Demokratska Stranka"" since both ran in 2008 in district 29";;nk;;;;;;;
616;Nezavisna Demokratska Stranka - Demokratska Srpska Stranka;Nezavisna Demokratska Stranka - Demokratska Srpska Stranka;Nezavisna Demokratska Stranka - Demokratska Srpska Stranka;"different to ""Demokratska Stranka"" since both ran in 2008 in district 29";;nk;Y;2;Nezavisna Demokratska Stranka;Demokratska Srpska Stranka;;;
638;Nezavisna Stranka Republike Srpske;Nezavisna Stranka Republike Srpske;Nezavisna Stranka Republike Srpske;;;nk;;;;;;;
639;Nezavisni - Milici 2012;Nezavisni - Milici 2012;Nezavisni - Milici 2012;;;nk;;;;;;;
640;Nezavisni Izbjegli_ki Pokret Visegrad (nip);Nezavisni Izbjeglicki Pokret Visegrad (NIP);Nezavisni Izbjeglicki Pokret Visegrad (NIP);;;nk;;;;;;;
643;Nezavisnih Lista Bih;Nezavisnih Lista Bih;Nezavisnih Lista Bih;;;nk;;;;;;;
644;Nezavizna Lista Za Gradisku;Nezavizna Lista Za Gradisku;Nezavizna Lista Za Gradisku;;;nk;;;;;;;
653;Nova Bosna;Nova Bosna;Nova Bosna;;;nk;;;;;;;
654;Nova Demokratija;Nova Demokratija;Nova Demokratija;;;nk;;;;;;;
655;Nova Demokratska Stranka Bosne I Hercegovine;Nova Demokratska Stranka Bosne I Hercegovine;Nova Demokratska Stranka Bosne I Hercegovine;;;nk;;;;;;;
656;Nova Gradanska Inicijativa - Kozarac;Nova Gradanska Inicijativa;Nova Gradanska Inicijativa;;;nk;;;;;;;
657;Nova Hrvatska Inicijativa;Nova Hrvatska Inicijativa (NHI);Nova Hrvatska Inicijativa (NHI);;;C;;;;;;;
658;Nova Hrvatska Inicijativa (nhi);Nova Hrvatska Inicijativa (NHI);Nova Hrvatska Inicijativa (NHI);;;C;;;;;;;
659;Nova Radincka Stranka Republike Srpske;Nova Radincka Stranka Republike Srpske;Nova Radincka Stranka Republike Srpske;;;S;;;;;;;
660;Nova Radnicka Stranka Rs;Nova Radincka Stranka Republike Srpske;Nova Radincka Stranka Republike Srpske;;;S;;;;;;;
275;Hadzirasidovic Elvir - Nova Socijalisticka Partija;Nova Socijalisticka Partija;Nova Socijalisticka Partija;;;nk;;;;;;;
282;Hammami Mustafa - Nezavisni Kandidat;Nova Socijalisticka Partija;Nova Socijalisticka Partija;;;nk;;;;;;;
661;Nova Socijalisticka Partija;Nova Socijalisticka Partija;Nova Socijalisticka Partija;;;nk;;;;;;;
817;Scekic Tomo - Nova Socijalisticka Partija;Nova Socijalisticka Partija;Nova Socijalisticka Partija;;;nk;;;;;;;
664;Novi Demokratski Pokret;Novi Demokratski Pokret;Novi Demokratski Pokret;;;nk;;;;;;;
666;Novi Pokret Bosne I Hercegovine;Novi Pokret Bosne I Hercegovine;Novi Pokret Bosne I Hercegovine;;;nk;;;;;;;
667;Hss - Nhi;Hrvatska Seljacka Stranka - Nova Hrvatska Inicijativa (HSS-NHI);Hrvatska Seljacka Stranka - Nova Hrvatska Inicijativa (HSS-NHI);;;C;;;;;;;
672;Omladinska Romska Inicijativa Kakanj - Nezavisni Kandidat;Omladinska Romska Inicijativa Kakanj;Omladinska Romska Inicijativa Kakanj;;;nk;;;;;;;
678;Otadzbinska Stranka;Otadzbinska Stranka;Otadzbinska Stranka;;;nk;;;;;;;
689;Pdp Rs - Mladen Ivanic;Partija Demokratskog Progresa;Partija Demokratskog Progresa;;;S;;;;;;;
690;Pdp Rs - Partija Demokratskog Progresa Republike Srpske;Partija Demokratskog Progresa (PDP);Partija Demokratskog Progresa (PDP);;;S;;;;;;;
691;Pdp- Partija Demokratskog Progresa;Partija Demokratskog Progresa (PDP);Partija Demokratskog Progresa (PDP);;;S;;;;;;;
679;Partija Demokratskog Progresa;Partija Demokratskog Progresa (PDP);Partija Demokratskog Progresa (PDP);;;S;;;;;;;
482;Ljucovic Nikola - Pdp- Partija Demokratskog Progresa;Partija Demokratskog Progresa (PDP);Partija Demokratskog Progresa (PDP);;;S;;;;;;;
680;Partija Drustvenog Progresa - Pdp;Partija Drustvenog Progresa ;Partija Drustvenog Progresa ;;;S;;;;;;;
681;Partija Drustvenog Progresa (pdp);Partija Drustvenog Progresa ;Partija Drustvenog Progresa ;;;S;;;;;;;
682;Partija Pravog Puta Bih;Partija Pravog Puta Bih;Partija Pravog Puta Bih;http://www.ppp.ba/;;B;;;;;;;
683;Partija Privrednog Progresa Bosne I Hercegovine;Partija Privrednog Progresa Bosne I Hercegovine;Partija Privrednog Progresa Bosne I Hercegovine;;;nk;;;;;;;
684;Partija Socijalne Pravde;Partija Socijalne Pravde;Partija Socijalne Pravde;;;nk;;;;;;;
685;Partija Ujedinjenih Penzionera;Partija Ujedinjenih Penzionera (PUP);Partija Ujedinjenih Penzionera (PUP);;;nk;;;;;;;
695;Pensionerska Stranka Republike Srpske;Pensionerska Stranka;Pensionerska Stranka;;;nk;;;;;;;
697;Penzionerska Stranka Republike Strpske;Pensionerska Stranka;Pensionerska Stranka;;;nk;;;;;;;
696;Pensionerski Demokratski Savez;Pensionerski Demokratski Savez;Pensionerski Demokratski Savez;;;nk;;;;;;;
708;Pkn Bih;PKN ;PKN ;;;nk;;;;;;;
709;Plazinic Gojko;Plazinic Gojko;Plazinic Gojko;;;nk;;;;;;;
79;Bosansko Hercegovacka Podrinjska Narodna Stranka;Bosanskohercegovacka narodna stranka (BNS);Bosanskohercegovacka narodna stranka (BNS);see http://bns.ba/index.php/o-nama;;M;;;;;;;
80;Bosansko Podrinjska Narodna Stranka;Bosanskohercegovacka narodna stranka (BNS);Bosanskohercegovacka narodna stranka (BNS);http://bns.ba/index.php/o-nama;;M;;;;;;;
710;Pokret Za Bratunac;Pokret Za Bratunac;Pokret Za Bratunac;;;nk;;;;;;;
711;Pokret Za Cajnice;Pokret Za Cajnice;Pokret Za Cajnice;;;nk;;;;;;;
712;Pokret Za Djecija Prava;Pokret Za Djecija Prava;Pokret Za Djecija Prava;;;nk;;;;;;;
713;Pokret Za Gacko;Pokret Za Gacko;Pokret Za Gacko;;;nk;;;;;;;
714;Pokret Za Kalinovik;Pokret Za Kalinovik;Pokret Za Kalinovik;;;nk;;;;;;;
715;Pokret Za Nas Grad;Pokret Za Nas Grad;Pokret Za Nas Grad;;;nk;;;;;;;
137;Deket Branko - Pokret Za Prnjavor;Pokret Za Prnjavor;Pokret Za Prnjavor;;;nk;;;;;;;
718;Pokret Za Prnjavor;Pokret Za Prnjavor;Pokret Za Prnjavor;;;nk;;;;;;;
719;Pokret Za Rudo;Pokret Za Rudo;Pokret Za Rudo;;;nk;;;;;;;
720;Pokret Za Sekovice;Pokret Za Sekovice;Pokret Za Sekovice;;;nk;;;;;;;
721;Pokret Za Semberiju;Pokret Za Semberiju;Pokret Za Semberiju;;;nk;;;;;;;
722;Pokret Za Trbinje;Pokret Za Trbinje;Pokret Za Trbinje;;;nk;;;;;;;
723;Pokret Za Trebinje;Pokret Za Trebinje;Pokret Za Trebinje;;;nk;;;;;;;
108;Bundalo Zeljko - Politicka Organizacija Gradana Nezavisna Lista Bih;Politicka Organizacija Gradana Nezavisna Lista Bih;Politicka Organizacija Gradana Nezavisna Lista Bih;;;nk;;;;;;;
763;Rapaic Helga - Politicka Organizacija Gradana Nezavisna Lista Bih;Politicka Organizacija Gradana Nezavisna Lista Bih;Politicka Organizacija Gradana Nezavisna Lista Bih;;;nk;;;;;;;
724;Politicka Organizacija Gradana Snaga Bosne;Politicka Organizacija Gradana Snaga Bosne;Politicka Organizacija Gradana Snaga Bosne;? Identical with Politicka Organizacija Gradana Nezavisna Lista Bih ?;;nk;;;;;;;
725;Politicki Pokret Mladih - Stranka Mladih Bosne I Hercegovine;Politicki Pokret Mladih - Stranka Mladih Bosne I Hercegovine;Politicki Pokret Mladih - Stranka Mladih Bosne I Hercegovine;;;nk;;;;;;;
727;Posavska Demokratska Stranka (pds);Posavska Demokratska Stranka (PDS);Posavska Demokratska Stranka (PDS);;;nk;;;;;;;
728;Posavska Stranka;Posavska Stranka;Posavska Stranka;;;nk;;;;;;;
729;Pozitivna Inicijativa Za Srebenicu;Pozitivna Inicijativa Za Srebenicu;Pozitivna Inicijativa Za Srebenicu;;;nk;;;;;;;
734;Privredni Narodni Pokret Bih;Privredni Narodni Pokret Bih;Privredni Narodni Pokret Bih;;;nk;;;;;;;
740;Racunajte Na Nas;Racunajte Na Nas;Racunajte Na Nas;;;nk;;;;;;;
745;Radikalna Stranka Republike Srpske;Radikalna Stranka (RS);Radikalna Stranka (RS);;;S;;;;;;;
