year,district.name,district.id,party,votes.in.municipality,votes.out.municipality,seats,control sum
2000,Novi Travnik,111,HSS BiH,55,7,0,
2000,Vitez,112,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,15,1,0,
2000,Vitez,112,LBO BiH,12,0,0,
2000,Vitez,112,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,2355,163,6,
2000,Vitez,112,HDZBiH-Hrvatska Demokratska Zajednica BiH,4006,179,9,
2000,Vitez,112,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",2786,186,7,
2000,Vitez,112,Nova Hrvatska Inicijativa (NHI),945,30,2,
2000,Vitez,112,Zena BiH,16,1,0,
2000,Vitez,112,Hrvatska Stranka Prava (HSP),413,65,1,
2000,Vitez,112,Radnicka Demokratska Partija - Bosne i Hercegovine,32,1,0,
2000,Vitez,112,BOSS - Bosanska Stranka,14,4,0,
2000,Busovaca,113,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1666,161,7,
2000,Busovaca,113,HDZBiH-Hrvatska Demokratska Zajednica BiH,2642,136,10,
2000,Busovaca,113,Hrvatski Demokrscani,26,4,0,
2000,Busovaca,113,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",1640,159,6,
2000,Busovaca,113,Nova Hrvatska Inicijativa (NHI),645,51,2,
2000,Fojnica,114,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1328,61,4,
2000,Fojnica,114,HDZBiH-Hrvatska Demokratska Zajednica BiH,868,333,4,
2000,Fojnica,114,Stranka Narodnog Izmirenja (SNI),10,0,0,
2000,Fojnica,114,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",23,0,0,
2000,Fojnica,114,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",2531,95,8,
2000,Fojnica,114,Nova Hrvatska Inicijativa (NHI),201,89,1,
2000,Fojnica,114,Zena BiH,10,0,0,
2000,Fojnica,114,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,24,0,0,
2000,Fojnica,114,BOSS - Bosanska Stranka,16,1,0,
2000,Kiseljak,115,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,986,423,4,
2000,Kiseljak,115,HDZBiH-Hrvatska Demokratska Zajednica BiH,3033,237,9,
2000,Kiseljak,115,Stranka Narodnog Izmirenja (SNI),9,1,0,
2000,Kiseljak,115,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",1275,991,7,
2000,Kiseljak,115,Nova Hrvatska Inicijativa (NHI),915,22,2,
2000,Kiseljak,115,Ujedinjena HSP,18,6,0,
2000,Kiseljak,115,HSS BiH,188,11,1,
2000,Kiseljak,115,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,26,19,0,
2000,Kiseljak,115,BOSS - Bosanska Stranka,4,6,0,
2000,Visoko,116,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,24,4,0,
2000,Visoko,116,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,6261,238,9,
2000,Visoko,116,Stranka Narodnog Izmirenja (SNI),15,4,0,
2000,Visoko,116,Stranka za Bosnu i Hercegovinu,2954,80,4,
2000,Visoko,116,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",836,31,1,
2000,Visoko,116,DS Penzionera BiH,216,16,0,
2000,Visoko,116,SPP - BiH - Stranka Privrednog Prosperiteta BiH,75,3,0,
2000,Visoko,116,Bosanskohercegovacka Patriotska Stranka - BPS,252,2,0,
2000,Visoko,116,Stranka Penzionera F BiH,470,9,1,
2000,Visoko,116,Stranka Demokratske Akcije - SDA,6386,177,10,
2000,Visoko,116,BOSS - Bosanska Stranka,58,1,0,
2000,Breza,117,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,8,1,0,
2000,Breza,117,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,2541,84,9,
2000,Breza,117,Stranka za Bosnu i Hercegovinu,1500,55,6,
2000,Breza,117,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",139,8,1,
2000,Breza,117,Demokratski Liberalni Centar BiH (DLC BiH),40,1,0,
2000,Breza,117,DS Penzionera BiH,336,18,1,
2000,Breza,117,Nova Bosna,11,0,0,
2000,Breza,117,SPP - BiH - Stranka Privrednog Prosperiteta BiH,69,3,0,
2000,Breza,117,Bosanskohercegovacka Patriotska Stranka - BPS,108,4,0,
2000,Breza,117,Radnicka Demokratska Partija - Bosne i Hercegovine,8,0,0,
2000,Breza,117,Stranka Demokratske Akcije - SDA,1915,44,7,
2000,Breza,117,BOSS - Bosanska Stranka,33,0,0,
2000,Ilijas,118,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,14,4,0,
2000,Ilijas,118,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1366,207,7,
2000,Ilijas,118,HDZBiH-Hrvatska Demokratska Zajednica BiH,50,54,0,
2000,Ilijas,118,Stranka za Bosnu i Hercegovinu,491,50,2,
2000,Ilijas,118,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",111,9,1,
2000,Ilijas,118,Republikanska Stranka BiH,4,1,0,
2000,Ilijas,118,HSS BiH,105,62,1,
2000,Ilijas,118,Stranka za Srednje,822,113,4,
2000,Ilijas,118,Radnicka Demokratska Partija - Bosne i Hercegovine,10,2,0,
2000,Ilijas,118,Stranka Demokratske Akcije - SDA,1773,117,8,
2000,Sokolac,121,Radikalna Stranka Republike Srpske,85,2,0,
2000,Sokolac,121,SNS - Biljana Plavsic,57,2,0,
2000,Sokolac,121,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,16,256,1,
2000,Sokolac,121,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",1,22,0,
2000,Sokolac,121,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",3,641,2,
2000,Sokolac,121,Socijalisticka Partija Republike Srpske,447,7,1,
2000,Sokolac,121,Reformsko Patriotske Snage - RPS,4,1,0,
2000,Sokolac,121,Koalicija za Ralja i Otadzbinu,15,1,0,
2000,Sokolac,121,SNSD - Milorad Dodik,754,12,2,
2000,Sokolac,121,PDP RS - Mladen Ivanic,1986,24,5,
2000,Sokolac,121,SDS - Srpska Demokratska Stranka,4326,44,10,
2000,Han Pijesak,123,SNS - Biljana Plavsic,221,10,1,
2000,Han Pijesak,123,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,2,90,1,
2000,Han Pijesak,123,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",2,338,2,
2000,Han Pijesak,123,Socijalisticka Partija Republike Srpske,186,6,1,
2000,Han Pijesak,123,PDP RS - Mladen Ivanic,189,3,1,
2000,Han Pijesak,123,SDS - Srpska Demokratska Stranka,1693,48,11,
2000,Tomislavgrad,124,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,4,11,0,
2000,Tomislavgrad,124,HDZBiH-Hrvatska Demokratska Zajednica BiH,4466,363,15,
2000,Tomislavgrad,124,Hrvatski Demokrscani,28,4,0,
2000,Tomislavgrad,124,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",609,261,3,
2000,Tomislavgrad,124,HKDU - BiH,1347,35,4,
2000,Tomislavgrad,124,Nova Hrvatska Inicijativa (NHI),99,2,0,
2000,Tomislavgrad,124,BH-HCSP,17,5,0,
2000,Tomislavgrad,124,Hrvatska Stranka Prava (HSP),678,80,2,
2000,Tomislavgrad,124,HSS BiH,178,7,1,
2000,Prozor/Prozor-Rama,125,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,96,296,1,
2000,Prozor/Prozor-Rama,125,HDZBiH-Hrvatska Demokratska Zajednica BiH,3151,168,9,
2000,Prozor/Prozor-Rama,125,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",2,3,0,
2000,Prozor/Prozor-Rama,125,Hrvatski Demokrscani,16,4,0,
2000,Prozor/Prozor-Rama,125,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",603,1489,5,
2000,Prozor/Prozor-Rama,125,BH-HCSP,11,2,0,
2000,Prozor/Prozor-Rama,125,Ujedinjena HSP,18,0,0,
2000,Prozor/Prozor-Rama,125,Hrvatska Stranka Prava (HSP),2286,44,6,
2000,Prozor/Prozor-Rama,125,Bosanskohercegovacka Patriotska Stranka - BPS,10,127,0,
2000,Prozor/Prozor-Rama,125,BOSS - Bosanska Stranka,5,2,0,
2000,Jablanica,126,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1893,72,6,
2000,Jablanica,126,HDZBiH-Hrvatska Demokratska Zajednica BiH,187,43,1,
2000,Jablanica,126,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",153,7,1,
2000,Jablanica,126,Demokratski Liberalni Centar BiH (DLC BiH),174,12,1,
2000,Jablanica,126,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",1972,110,7,
2000,Jablanica,126,Nova Hrvatska Inicijativa (NHI),18,1,0,
2000,Jablanica,126,Stranka Penzionera F BiH,175,8,1,
2000,Jablanica,126,BOSS - Bosanska Stranka,19,3,0,
2000,Konjic,127,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,3344,248,8,
2000,Konjic,127,HDZBiH-Hrvatska Demokratska Zajednica BiH,407,514,2,
2000,Konjic,127,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",260,12,1,
2000,Konjic,127,Demokratski Liberalni Centar BiH (DLC BiH),134,7,0,
2000,Konjic,127,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",6178,361,15,
2000,Konjic,127,Nova Hrvatska Inicijativa (NHI),168,61,1,
2000,Konjic,127,Demokratska Stranka Invalida BiH (D.S.I. BiH),28,1,0,
2000,Konjic,127,BH-HCSP,5,1,0,
2000,Konjic,127,Elmir-Miro Hadzialic,76,2,0,
2000,Konjic,127,BH DA,66,6,0,
2000,Konjic,127,Ujedinjena HSP,3,17,0,
2000,Konjic,127,Nova Bosna,32,6,0,
2000,Konjic,127,Bosanskohercegovacka Patriotska Stranka - BPS,1278,49,3,
2000,Konjic,127,Radnicka Demokratska Partija - Bosne i Hercegovine,10,2,0,
2000,Konjic,127,BOSS - Bosanska Stranka,23,4,0,
2000,Kresevo,129,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,110,95,1,
2000,Kresevo,129,HDZBiH-Hrvatska Demokratska Zajednica BiH,1068,69,7,
2000,Kresevo,129,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",163,233,2,
2000,Kresevo,129,Nova Hrvatska Inicijativa (NHI),873,29,5,
2000,Kresevo,129,Ujedinjena HSP,14,1,0,
2000,Kresevo,129,BOSS - Bosanska Stranka,4,3,0,
2000,Hadzici,130,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,2265,116,7,
2000,Hadzici,130,Stranka za Bosnu i Hercegovinu,2124,98,7,
2000,Hadzici,130,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",188,12,1,
2000,Hadzici,130,Socijalisticka Partija Republike Srpske,26,34,0,
2000,Hadzici,130,Nova Hrvatska Inicijativa (NHI),27,15,0,
2000,Hadzici,130,Nova Bosna,13,2,0,
2000,Hadzici,130,Stranka Penzionera F BiH,286,10,1,
2000,Hadzici,130,Radnicka Demokratska Partija - Bosne i Hercegovine,13,0,0,
2000,Hadzici,130,Stranka Demokratske Akcije - SDA,2731,87,9,
2000,Ilidza,131,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,91,27,0,
2000,Ilidza,131,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,4318,487,10,
2000,Ilidza,131,HDZBiH-Hrvatska Demokratska Zajednica BiH,404,160,1,
2000,Ilidza,131,Stranka za Bosnu i Hercegovinu,2918,257,6,
2000,Ilidza,131,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",98,23,0,
2000,Ilidza,131,Hrvatski Demokrscani,7,2,0,
2000,Ilidza,131,Republikanska Stranka BiH,26,3,0,
2000,Ilidza,131,Demokratski Liberalni Centar BiH (DLC BiH),68,2,0,
2000,Ilidza,131,Bosnjacka Stranka Prava BiH (BSP BiH),38,4,0,
2000,Ilidza,131,Nova Hrvatska Inicijativa (NHI),116,36,0,
2000,Ilidza,131,SNSD - Milorad Dodik,60,188,0,
2000,Ilidza,131,BH DA,51,2,0,
2000,Ilidza,131,Partija Pravog Puta BiH,18,2,0,
2000,Ilidza,131,Bosanskohercegovacka Patriotska Stranka - BPS,490,49,1,
2000,Ilidza,131,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,89,4,0,
2000,Ilidza,131,Stranka Penzionera F BiH,241,13,1,
2000,Ilidza,131,Radnicka Demokratska Partija - Bosne i Hercegovine,32,14,0,
2000,Ilidza,131,Stranka Demokratske Akcije - SDA,3800,405,8,
2000,Ilidza,131,BOSS - Bosanska Stranka,54,4,0,
2000,Ilidza/Srpska Ilidza,132,Radikalna Stranka Republike Srpske,86,5,0,
2000,Ilidza/Srpska Ilidza,132,SNS - Biljana Plavsic,214,6,1,
2000,Ilidza/Srpska Ilidza,132,Socijalisticka Partija Republike Srpske,342,18,1,
2000,Ilidza/Srpska Ilidza,132,Koalicija za Ralja i Otadzbinu,171,7,1,
2000,Ilidza/Srpska Ilidza,132,SNSD - Milorad Dodik,638,28,2,
2000,Ilidza/Srpska Ilidza,132,PDP RS - Mladen Ivanic,1537,43,5,
2000,Ilidza/Srpska Ilidza,132,SDS - Srpska Demokratska Stranka,3652,111,11,
2000,Ilidza/Srpska Ilidza,132,BOSS - Bosanska Stranka,5,42,0,
2000,Novi Grad Sarajevo,133,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,162,37,0,
2000,Novi Grad Sarajevo,133,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,15177,840,14,
2000,Novi Grad Sarajevo,133,HDZBiH-Hrvatska Demokratska Zajednica BiH,802,105,1,
2000,Novi Grad Sarajevo,133,Stranka za Bosnu i Hercegovinu,8823,352,8,
2000,Novi Grad Sarajevo,133,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",319,31,0,
2000,Novi Grad Sarajevo,133,Republikanska Stranka BiH,276,10,0,
2000,Novi Grad Sarajevo,133,Demokratski Liberalni Centar BiH (DLC BiH),93,22,0,
2000,Novi Grad Sarajevo,133,Bosnjacka Stranka Prava BiH (BSP BiH),90,4,0,
2000,Novi Grad Sarajevo,133,Nova Hrvatska Inicijativa (NHI),260,77,0,
2000,Novi Grad Sarajevo,133,DS Penzionera BiH,778,44,1,
2000,Novi Grad Sarajevo,133,SNSD - Milorad Dodik,139,443,0,
2000,Novi Grad Sarajevo,133,Demokrati Bosne i Herzegovine,20,2,0,
2000,Novi Grad Sarajevo,133,BH DA,210,2,0,
2000,Novi Grad Sarajevo,133,Zena BiH,71,11,0,
2000,Novi Grad Sarajevo,133,Hrvatska Stranka Prava (HSP),22,2,0,
2000,Novi Grad Sarajevo,133,Partija Pravog Puta BiH,17,8,0,
2000,Novi Grad Sarajevo,133,SPP - BiH - Stranka Privrednog Prosperiteta BiH,34,36,0,
2000,Novi Grad Sarajevo,133,Bosanskohercegovacka Patriotska Stranka - BPS,1025,52,1,
2000,Novi Grad Sarajevo,133,Istocno Bosanska Stranka (IBS),24,4,0,
2000,Novi Grad Sarajevo,133,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,89,0,0,
2000,Novi Grad Sarajevo,133,Radnicka Demokratska Partija - Bosne i Hercegovine,78,5,0,
2000,Novi Grad Sarajevo,133,Stranka Demokratske Akcije - SDA,7035,427,6,
2000,Novi Grad Sarajevo,133,BOSS - Bosanska Stranka,363,10,0,
2000,Vogosca,135,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,25,6,0,
2000,Vogosca,135,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1708,138,7,
2000,Vogosca,135,HDZBiH-Hrvatska Demokratska Zajednica BiH,9,7,0,
2000,Vogosca,135,Stranka za Bosnu i Hercegovinu,1669,68,6,
2000,Vogosca,135,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",207,17,1,
2000,Vogosca,135,Republikanska Stranka BiH,25,5,0,
2000,Vogosca,135,Demokratski Liberalni Centar BiH (DLC BiH),5,3,0,
2000,Vogosca,135,Nova Hrvatska Inicijativa (NHI),68,28,0,
2000,Vogosca,135,SNSD - Milorad Dodik,85,136,1,
2000,Vogosca,135,BH DA,34,1,0,
2000,Vogosca,135,Zena BiH,14,3,0,
2000,Vogosca,135,Nova Bosna,3,2,0,
2000,Vogosca,135,Bosanskohercegovacka Patriotska Stranka - BPS,221,10,1,
2000,Vogosca,135,Radnicka Demokratska Partija - Bosne i Hercegovine,14,0,0,
2000,Vogosca,135,Stranka Demokratske Akcije - SDA,1651,138,7,
2000,Vogosca,135,BOSS - Bosanska Stranka,29,0,0,
2000,Centar Sarajevo,136,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,101,11,0,
2000,Centar Sarajevo,136,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,13341,865,16,
2000,Centar Sarajevo,136,HDZBiH-Hrvatska Demokratska Zajednica BiH,455,80,1,
2000,Centar Sarajevo,136,Stranka za Bosnu i Hercegovinu,5512,256,7,
2000,Centar Sarajevo,136,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",256,33,0,
2000,Centar Sarajevo,136,Republikanska Stranka BiH,270,28,0,
2000,Centar Sarajevo,136,Demokratski Liberalni Centar BiH (DLC BiH),103,23,0,
2000,Centar Sarajevo,136,Bosnjacka Stranka Prava BiH (BSP BiH),23,0,0,
2000,Centar Sarajevo,136,Nova Hrvatska Inicijativa (NHI),176,54,0,
2000,Centar Sarajevo,136,DS Penzionera BiH,408,29,1,
2000,Centar Sarajevo,136,SNSD - Milorad Dodik,94,212,0,
2000,Centar Sarajevo,136,Demokrati Bosne i Herzegovine,81,7,0,
2000,Centar Sarajevo,136,BH DA,107,6,0,
2000,Centar Sarajevo,136,Zena BiH,72,9,0,
2000,Centar Sarajevo,136,SPP - BiH - Stranka Privrednog Prosperiteta BiH,29,3,0,
2000,Centar Sarajevo,136,Bosanskohercegovacka Patriotska Stranka - BPS,387,14,0,
2000,Centar Sarajevo,136,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,56,5,0,
2000,Centar Sarajevo,136,Stranka Penzionera F BiH,244,12,0,
2000,Centar Sarajevo,136,Radnicka Demokratska Partija - Bosne i Hercegovine,23,4,0,
2000,Centar Sarajevo,136,Stranka Demokratske Akcije - SDA,4607,292,6,
2000,Centar Sarajevo,136,BOSS - Bosanska Stranka,234,9,0,
2000,Stari Grad Sarajevo,137,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,44,3,0,
2000,Stari Grad Sarajevo,137,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,6300,198,12,
2000,Stari Grad Sarajevo,137,HDZBiH-Hrvatska Demokratska Zajednica BiH,97,21,0,
2000,Stari Grad Sarajevo,137,Stranka Narodnog Izmirenja (SNI),5,5,0,
2000,Stari Grad Sarajevo,137,Stranka za Bosnu i Hercegovinu,5521,300,10,
2000,Stari Grad Sarajevo,137,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",252,7,0,
2000,Stari Grad Sarajevo,137,Republikanska Stranka BiH,91,5,0,
2000,Stari Grad Sarajevo,137,Demokratski Liberalni Centar BiH (DLC BiH),68,2,0,
2000,Stari Grad Sarajevo,137,DS Penzionera BiH,125,6,0,
2000,Stari Grad Sarajevo,137,SNSD - Milorad Dodik,10,32,0,
2000,Stari Grad Sarajevo,137,Demokrati Bosne i Herzegovine,43,2,0,
2000,Stari Grad Sarajevo,137,BH DA,57,1,0,
2000,Stari Grad Sarajevo,137,Zena BiH,44,2,0,
2000,Stari Grad Sarajevo,137,SPP - BiH - Stranka Privrednog Prosperiteta BiH,20,1,0,
2000,Stari Grad Sarajevo,137,Bosanskohercegovacka Patriotska Stranka - BPS,309,6,1,
2000,Stari Grad Sarajevo,137,Istocno Bosanska Stranka (IBS),10,0,0,
2000,Stari Grad Sarajevo,137,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,52,3,0,
2000,Stari Grad Sarajevo,137,Stranka Penzionera F BiH,278,5,1,
2000,Stari Grad Sarajevo,137,Radnicka Demokratska Partija - Bosne i Hercegovine,26,0,0,
2000,Stari Grad Sarajevo,137,Stranka Demokratske Akcije - SDA,3744,188,7,
2000,Stari Grad Sarajevo,137,BOSS - Bosanska Stranka,130,6,0,
2000,Stari Grad Sarajevo/Srpski Stari Grad,138,Radikalna Stranka Republike Srpske,35,1,0,
2000,Stari Grad Sarajevo/Srpski Stari Grad,138,SNSD - Milorad Dodik,257,3,3,
2000,Stari Grad Sarajevo/Srpski Stari Grad,138,SDS - Srpska Demokratska Stranka,694,6,8,
2000,Novo Sarajevo,139,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,92,10,0,
2000,Novo Sarajevo,139,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,12456,814,16,
2000,Novo Sarajevo,139,HDZBiH-Hrvatska Demokratska Zajednica BiH,764,140,1,
2000,Novo Sarajevo,139,Stranka Narodnog Izmirenja (SNI),15,8,0,
2000,Novo Sarajevo,139,Stranka za Bosnu i Hercegovinu,5115,216,6,
2000,Novo Sarajevo,139,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",158,58,0,
2000,Novo Sarajevo,139,Hrvatski Demokrscani,15,2,0,
2000,Novo Sarajevo,139,Republikanska Stranka BiH,190,14,0,
2000,Novo Sarajevo,139,Demokratski Liberalni Centar BiH (DLC BiH),40,11,0,
2000,Novo Sarajevo,139,Nova Hrvatska Inicijativa (NHI),334,70,0,
2000,Novo Sarajevo,139,Reformsko Patriotske Snage - RPS,21,101,0,
2000,Novo Sarajevo,139,SNSD - Milorad Dodik,148,389,1,
2000,Novo Sarajevo,139,Demokrati Bosne i Herzegovine,18,1,0,
2000,Novo Sarajevo,139,BH DA,151,2,0,
2000,Novo Sarajevo,139,Ujedinjena HSP,3,1,4,
2000,Novo Sarajevo,139,Zena BiH,56,6,0,
2000,Novo Sarajevo,139,Bosanskohercegovacka Patriotska Stranka - BPS,511,17,1,
2000,Novo Sarajevo,139,Istocno Bosanska Stranka (IBS),7,1,0,
2000,Novo Sarajevo,139,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,43,5,0,
2000,Novo Sarajevo,139,Stranka Penzionera F BiH,672,21,1,
2000,Novo Sarajevo,139,Radnicka Demokratska Partija - Bosne i Hercegovine,24,1,0,
2000,Novo Sarajevo,139,Stranka Demokratske Akcije - SDA,4190,243,5,
2000,Novo Sarajevo,139,BOSS - Bosanska Stranka,232,8,0,
2000,Novo Sarajevo/Srpsko Novo Sarajevo,140,Radikalna Stranka Republike Srpske,43,4,0,
2000,Novo Sarajevo/Srpsko Novo Sarajevo,140,SNS - Biljana Plavsic,47,2,0,
2000,Novo Sarajevo/Srpsko Novo Sarajevo,140,Socijalisticka Partija Republike Srpske,117,6,1,
2000,Novo Sarajevo/Srpsko Novo Sarajevo,140,Reformsko Patriotske Snage - RPS,3,2,0,
2000,Novo Sarajevo/Srpsko Novo Sarajevo,140,Koalicija za Ralja i Otadzbinu,19,1,0,
2000,Novo Sarajevo/Srpsko Novo Sarajevo,140,SNSD - Milorad Dodik,717,15,6,
2000,Novo Sarajevo/Srpsko Novo Sarajevo,140,PDP RS - Mladen Ivanic,841,19,6,
2000,Novo Sarajevo/Srpsko Novo Sarajevo,140,SDS - Srpska Demokratska Stranka,1593,33,12,
2000,Trnovo (FBiH),141,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,0,4,0,
2000,Trnovo (FBiH),141,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,42,36,1,
2000,Trnovo (FBiH),141,Stranka za Bosnu i Hercegovinu,111,84,2,
2000,Trnovo (FBiH),141,Stranka Demokratske Akcije - SDA,590,368,12,
2000,Trnovo (RS),142,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,2,190,1,
2000,Trnovo (RS),142,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",0,43,0,
2000,Trnovo (RS),142,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",1,521,2,
2000,Trnovo (RS),142,Socijalisticka Partija Republike Srpske,153,12,1,
2000,Trnovo (RS),142,SNSD - Milorad Dodik,133,5,1,
2000,Trnovo (RS),142,SDS - Srpska Demokratska Stranka,1523,52,6,
2000,Trnovo (RS),142,BOSS - Bosanska Stranka,0,2,0,
2000,Pale (FBiH),143,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,160,5,4,
2000,Pale (FBiH),143,Stranka za Bosnu i Hercegovinu,20,5,1,
2000,Pale (FBiH),143,Istocno Bosanska Stranka (IBS),3,0,0,
2000,Pale (FBiH),143,Stranka Demokratske Akcije - SDA,276,8,6,
2000,Pale (RS),144,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,2,4,0,
2000,Pale (RS),144,Radikalna Stranka Republike Srpske,192,6,0,
2000,Pale (RS),144,SNS - Biljana Plavsic,347,8,1,
2000,Pale (RS),144,SPAS - Srpska Patriotska Stranka,17,1,0,
2000,Pale (RS),144,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,14,186,1,
2000,Pale (RS),144,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",1,11,0,
2000,Pale (RS),144,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",3,303,1,
2000,Pale (RS),144,Narodna Stranka Republike Srpske,32,0,0,
2000,Pale (RS),144,Socijalisticka Partija Republike Srpske,242,1,1,
2000,Pale (RS),144,Srpski Pokret Obnove (SPO),50,1,0,
2000,Pale (RS),144,SNSD - Milorad Dodik,750,24,2,
2000,Pale (RS),144,PDP RS - Mladen Ivanic,1165,20,3,
2000,Pale (RS),144,SDS - Srpska Demokratska Stranka,6459,115,16,
2000,Rogatica,146,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,3,14,0,
2000,Rogatica,146,Pensionerska Stranka Republike Srpske,82,10,0,
2000,Rogatica,146,SNS - Biljana Plavsic,210,4,0,
2000,Rogatica,146,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,19,624,1,
2000,Rogatica,146,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",4,110,0,
2000,Rogatica,146,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",17,2374,5,
